termID	en	fr
DatePicker.ContentGuideLines.RequiredFieldsDoAlt	A date picker fields collect a user’s date of birth with the “Date of birth (required)” label.	[FR] A date picker fields collect a user’s date of birth with the “Date of birth (required)” label.
DatePicker.ContentGuideLines.RequiredFieldsDo	In addition to using the required asterisk (*), also add “(required)” at the end of all labels within required fields.	[FR] In addition to using the required asterisk (*), also add “(required)” at the end of all labels within required fields.
DatePicker.ContentGuideLines.RequiredFieldsDontAlt	A date picker fields collect a user’s date of birth with the “Date of birth” label.	[FR] A date picker fields collect a user’s date of birth with the “Date of birth” label.
DatePicker.ContentGuideLines.RequiredFieldsDont	Indicate required fields with only the asterisk (*).	[FR] Indicate required fields with only the asterisk (*).
DatePicker.UsageInFigma.FigmaDirectionsListItem1	From the “Assets” panel, drag in the <strong>“date-picker”</strong> component from the Patterns library.	[FR] From the “Assets” panel, drag in the <strong>“date-picker”</strong> component from the Patterns library.
DatePicker.UsageInFigma.FigmaDirectionsListItem2	In the right panel, configure the properties and variants to meet your needs.	[FR] In the right panel, configure the properties and variants to meet your needs.
DatePicker.UsageInFigma.FigmaDirectionsListItem3	Never override colours, radius, padding, text size, etc. This way foundational elements are kept consistent.	[FR] Never override colours, radius, padding, text size, etc. This way foundational elements are kept consistent.
DatePicker.UsageInFigma.FigmaDirectionsListItem4	Never override the asterisk (*) or error icons in order to keep those visual indicators consistent.	[FR] Never override the asterisk (*) or error icons in order to keep those visual indicators consistent.
DatePicker.UsageInFigma.AccessInputsHeading	To access the input field’s state	[FR] To access the input field’s state
DatePicker.UsageInFigma.FigmaDirectionsSecondItem1	Click into the <strong>input-field</strong> subcomponent inside of the <strong>form-input</strong> component in the Layers palette (left panel).	[FR] Click into the  <strong>input-field</strong> subcomponent inside of the <strong>form-input</strong> component in the Layers palette (left panel).
DatePicker.UsageInFigma.FigmaDirectionsSecondItem2	From there, you can configure the input field’s content and states in the right panel.	[FR] From there, you can configure the input field’s content and states in the right panel.
DatePicker.UsageInFigma.FigmaDirectionsImgAlt	A screenshot of the design panel from Figma. The design panel displays the configuration options designers can choose from when customizing a input. These options include size and layout of the component,  allow designers to hide or show the required asterisk, description, hint, field 2, field 3 and error message.	[FR] A screenshot of the design panel from Figma. The design panel displays the configuration options designers can choose from when customizing a input. These options include size and layout of the component,  allow designers to hide or show the required asterisk, description, hint, field 2, field 3 and error message.
DatePicker.Accessibility.ColorContrastTxt	All elements within the date picker component have a colour contrast ratio of 4.5:1 and passes AA accessibility standards under WCAG 2.1.	[FR] All elements within the date picker component have a colour contrast ratio of 4.5:1 and passes AA accessibility standards under WCAG 2.1.
DatePicker.Accessibility.KeyboardAccessibleTxt	Date pickers are developed using the native HTML input element to ensure interactive elements are keyboard accessible and pass WCAG 2.1 AA conformity. The input can be navigated to and interacted with using a keyboard and receives a visible focus.	[FR] Date pickers are developed using the native HTML input element to ensure interactive elements are keyboard accessible and pass WCAG 2.1 AA conformity. The input can be navigated to and interacted with using a keyboard and receives a visible focus.
DatePicker.Accessibility.ContentHeading	Content	[FR] Content
DatePicker.Accessibility.ColorText4	Success banners have a colour contrast ratio of 16.86:1 and passes AAA accessibility standards under WCAG 2.1.	[FR] Success banners have a colour contrast ratio of 16.86:1 and passes AAA accessibility standards under WCAG 2.1.
DatePicker.Accessibility.ColorText5	Generic banners have a colour contrast ratio of 16.6:1 and passes AAA accessibility standards under WCAG 2.1.	[FR] Generic banners have a colour contrast ratio of 16.6:1 and passes AAA accessibility standards under WCAG 2.1.
DatePicker.Accessibility.KeyboardText	Banners are developed using the native HTML button element to ensure interactive elements are keyboard accessible and pass WCAG 2.1 AA conformity.	[FR] Banners are developed using the native HTML button element to ensure interactive elements are keyboard accessible and pass WCAG 2.1 AA conformity.
DatePicker.Accessibility.ContentTxt1	Information, structure, and relationships conveyed through presentation can be programmatically determined or are available in text.	[FR] Information, structure, and relationships conveyed through presentation can be programmatically determined or are available in text.
DatePicker.Accessibility.ContentTxt2	Headings and labels describe topic or purpose.	[FR] Headings and labels describe topic or purpose.
DatePicker.Accessibility.ContentTxt3	Labels or instructions are provided when content requires user input.	[FR] Labels or instructions are provided when content requires user input.
DatePicker.Accessibility.ContentTxt4	The label, description and hint are placed outside of the form field and are always visible to the user. The content is presented in a logical reading order.	[FR] The label, description and hint are placed outside of the form field and are always visible to the user. The content is presented in a logical reading order.
DatePicker.Accessibility.ContentTxt5	Label that includes an asterisk to indicate the control is required.	[FR] Label that includes an asterisk to indicate the control is required.
DatePicker.Accessibility.ContentTxt6	Clear labelling for required fields, including the word “required” in parentheses.	[FR] Clear labelling for required fields, including the word “required” in parentheses.
DatePicker.Accessibility.ContentTxt7	Max widths are determined based on allowing a maximum line length of 80 characters.	[FR] Max widths are determined based on allowing a maximum line length of 80 characters.
DatePicker.Validation	If a date picker error is automatically detected, the item that is in error is identified and the error is described to the user in text.	[FR] If a date picker error is automatically detected, the item that is in error is identified and the error is described to the user in text.
InteractiveDemo.ConfigAccordionOpen	Show Configurations	Show Configurations
InteractiveDemo.ConfigAccordionClosed	Hide Configurations	Hide Configurations
RequestForm.Title	Submit a request	Submit a request
RequestForm.Intro	Some intro about what this is used for. Change requests, feature requests, bugs, etc.	Some intro about what this is used for. Change requests, feature requests, bugs, etc.
RequestForm.BannerDesc	This form is submitted to<a href='mailto:IRCC.JLDS-JLSDC.IRCC@cic.gc.ca'>IRCC.JLDS-JLSDC.IRCC@cic.gc.ca</a>which is viewed by the design system team. We will review and respond to your request as soon as possible.	This form is submitted to<a href='mailto:IRCC.JLDS-JLSDC.IRCC@cic.gc.ca'>IRCC.JLDS-JLSDC.IRCC@cic.gc.ca</a>which is viewed by the design system team. We will review and respond to your request as soon as possible.
RequestForm.RequestCriteriaTitle	Request criteria	Request criteria
RequestForm.RequestFormTitle	Request form	Request form
RequestForm.requestCriteriaSubText1	A request should show that the contribution to the system would be useful and unique.	A request should show that the contribution to the system would be useful and unique.
RequestForm.requestCriteriaSubHeading1	Useful	Useful
RequestForm.requestCriteriaSubText2	There is evidence that this component or pattern would be useful for many teams or services.	There is evidence that this component or pattern would be useful for many teams or services.
RequestForm.requestCriteriaSubHeading2	Unique	Unique
RequestForm.requestCriteriaSubText3	It does not replicate something already in the Design System. If it’s intended to replace an existing component or pattern, there is evidence to show that it’s better than the existing version and solves existing use cases.	It does not replicate something already in the Design System. If it’s intended to replace an existing component or pattern, there is evidence to show that it’s better than the existing version and solves existing use cases.
RequestForm.typeOfRequestRadio	Type of request (required)	Type of request (required)
RequestForm.radioOption1	Change request (modifying or adding to an existing system part)	Change request (modifying or adding to an existing system part)
RequestForm.radioOption2	Feature request (Defining and creating na new system part)	Feature request (Defining and creating na new system part)
RequestForm.radioOption3	Bug (A system part that is not functioning as intended)	Bug (A system part that is not functioning as intended)
RequestForm.requiredRadioError	No selection has been made. Please select an option	undefined
RequestForm.typeOfRequestRadioError	No selection has been made. Please select an option	No selection has been made. Please select an option
RequestForm.urgentRequestRadio	Is the request urgent? (required)	undefined
RequestForm.urgentOption1	Yes	Yes
RequestForm.urgentOption2	No	No
RequestForm.requestTitleLabel	Request title (required)	Request title (required)
RequestForm.requestTitleDesc	Enter a brief title that represents the feature, change or bug.	Enter a brief title that represents the feature, change or bug.
RequestForm.requestDetailsLabel	Request details (required)	Request details (required)
RequestForm.requestDetailsDesc	Describe the feature, change or bug.	Describe the feature, change or bug.
RequestForm.useCaseLabel	Use case(s) (required)	Use case(s) (required)
RequestForm.useCaseDesc	Describe the use case(s) that you are currently unable to satisfy with the design system.	Describe the use case(s) that you are currently unable to satisfy with the design system.
RequestForm.referencesLabel	References	References
RequestForm.referencesCaseDesc	Include any URLs you may have that we can view as reference. This can be website links or Figma design links, etc.	Include any URLs you may have that we can view as reference. This can be website links or Figma design links, etc.
RequestForm.referencesHint	We currently are unable to support attachments	We currently are unable to support attachments
RequestForm.urgentDetailsLabel	Why is the request urgent? (required)	Why is the request urgent? (required)
RequestForm.requestedDateLabel	When is the completed work needed by? (required)	When is the completed work needed by? (required)
RequestForm.requestedDateDesc	When would you need the work delivered in order for your team to start implementation into your project?	When would you need the work delivered in order for your team to start implementation into your project?
RequestForm.SubmitBtn	Submit request	Submit request
RequestForm.requiredTextAreaError	This field is required.	This field is required.
RequestForm.fieldExceededMaxLength	This field has exceeded max length.	This field has exceeded max length.
RequestForm.requiredDateError	Please fill in the missing fields	Please fill in the missing fields
Banner.Title	Banners	[FR] Banners
Banner.Intro	Banners provide valuable supporting content to the user conveying a specific sentiment (warning, success, informational, etc.) and can be used to help the user complete a task or better understand the content they are viewing.	[FR] Banners provide valuable supporting content to the user conveying a specific sentiment (warning, success, informational, etc.) and can be used to help the user complete a task or better understand the content they are viewing.
Banner.InteractiveDemoDesc	Try our banner component and the configurable options available within it.	[FR] Try our banner component and the configurable options available within it.
Banner.InfoHeading	Info	[FR] Info
Banner.InfoPrimaryText	Info banners are used to convey important general information.	[FR] Info banners are used to convey important general information.
Banner.WarningHeading	Warning	[FR] Warning
Banner.WarningPrimaryText	Warning banners are used to convey important warnings.	W[FR] arning banners are used to convey important warnings.
Banner.CriticalHeading	Critical	[FR] Critical
Banner.CriticalPrimaryText	Critical banners are used to convey critical information or errors.	[FR] Critical banners are used to convey critical information or errors.
Banner.SuccessHeading	Success	[FR] Success
Banner.SuccessPrimaryText	Success banners are used to convey successful actions or validations.	[FR] Success banners are used to convey successful actions or validations.
Banner.GenericHeading	Generic	[FR] Generic
Banner.GenericPrimaryText	Generic banners are used when an alert sentiment is not appropriate for displaying a message to the user.	[FR] Generic banners are used when an alert sentiment is not appropriate for displaying a message to the user.
Banner.BannerPreview.Title	Title text	[FR] Title text
Banner.BannerPreview.Content	Description text lorem ipsum dolor sit amet consecteteur adipiscing elit.	[FR] Description text lorem ipsum dolor sit amet consecteteur adipiscing elit.
Banner.DesignGuideLines.KeepActionsSimpleLabel	Keep actions simple	[FR] Keep actions simple
Banner.DesignGuideLines.BannerActionsDoAlt	A banner that has the label “Minor in Canada” and description text with a “Clear this section” CTA button. The banner uses the teal info styling.	[FR] A banner that has the label “Minor in Canada” and description text with a “Clear this section” CTA button. The banner uses the teal info styling.
Banner.DesignGuideLines.BannerActionsDontAlt	A banner that has the label “Duplicate file name” and description text written in title case with two CTAs - “Delete file” and “Keep file”. The banner uses the orange warning styling.	[FR] A banner that has the label “Duplicate file name” and description text written in title case with two CTAs - “Delete file” and “Keep file”. The banner uses the orange warning styling.
Banner.DesignGuideLines.BannerActionsDoText	Use the banner for simple actions that are not critical to the user’s workflow.	[FR] Use the banner for simple actions that are not critical to the user’s workflow.
Banner.DesignGuideLines.BannerActionsDontText	Make the user perform important or critical actions from within a banner. Banners should provide supplementary content and actions that help them understand the surrounding page/task.	[FR] Make the user perform important or critical actions from within a banner. Banners should provide supplementary content and actions that help them understand the surrounding page/task.
Banner.DesignGuideLines.UseOneBannerAtATimeLabel	Use one banner at a time	[FR] Use one banner at a time
Banner.DesignGuideLines.BannerCountDoAlt	A banner that has the label “Duplicate file name” and description text. The banner uses the orange warning styling.	[FR] A banner that has the label “Duplicate file name” and description text. The banner uses the orange warning styling.
Banner.DesignGuideLines.BannerCountDontAlt	There are two banners that have the label “Duplicate file name” and “You don’t need to provide medical exam” along with description text. The first banner uses the orange warning styling. The second banner uses the green success styling.	[FR] There are two banners that have the label “Duplicate file name” and “You don’t need to provide medical exam” along with description text. The first banner uses the orange warning styling. The second banner uses the green success styling.
Banner.DesignGuideLines.BannerCountDoText	Only show one banner at a time in the same section. 	[FR] Only show one banner at a time in the same section. 
Banner.DesignGuideLines.BannerCountDontText	Do not stack multiple banners together. 	[FR] Do not stack multiple banners together. 
Banner.DesignGuideLines.ShowMaximumButtonsLabel	Show maximum three buttons at a time	[FR] Show maximum three buttons at a time
Banner.DesignGuideLines.bannerButtonCountDoAlt	A banner that has the label “Proof of relationship” and description text. It is displaying two CTA buttons and one external link. The banner uses the teal info styling.	[FR] A banner that has the label “Proof of relationship” and description text. It is displaying two CTA buttons and one external link. The banner uses the teal info styling.
Banner.DesignGuideLines.bannerButtonCountDontAlt	A banner that has the label “Duplicate file name” and description text. It is displaying four CTA buttons. The banner uses the orange warning styling.	[FR] A banner that has the label “Duplicate file name” and description text. It is displaying four CTA buttons. The banner uses the orange warning styling.
Banner.DesignGuideLines.bannerButtonCountDoText	Show maximum three CTA buttons at time.	[FR] Show maximum three CTA buttons at time.
Banner.DesignGuideLines.bannerButtonCountDontText	Do not apply more than three CTA buttons in a banner.	[FR] Do not apply more than three CTA buttons in a banner.
Banner.DesignGuideLines.ProperButtonTypeInGroupLabel	Use the proper button type in button groups	[FR] Use the proper button type in button groups
Banner.DesignGuideLines.bannerButtonTypeDoAlt	A banner that has the label “Change your physical presence calculation” and description text with two options - secondary button that says  “Update physical presence” and plain button “Later”. The banner uses the orange warning styling.	[FR] A banner that has the label “Change your physical presence calculation” and description text with two options - secondary button that says  “Update physical presence” and plain button “Later”. The banner uses the orange warning styling.
Banner.DesignGuideLines.bannerButtonTypeDontAlt	A banner that has the label “Change your physical presence calculation” and description text with two options - two secondary button that says “Update physical presence” and “Later”. The banner uses the orange warning styling.	[FR] A banner that has the label “Change your physical presence calculation” and description text with two options - two secondary button that says “Update physical presence” and “Later”. The banner uses the orange warning styling.
Banner.DesignGuideLines.bannerButtonTypeDoText	Create a visual hierarchy by properly utilizing button types. The button types chosen should feel appropriate for the action they are being assigned to.	[FR] Create a visual hierarchy by properly utilizing button types. The button types chosen should feel appropriate for the action they are being assigned to.
Banner.DesignGuideLines.bannerButtonTypeDontText	Use the same button type next to another leading to a lack of hierarchy.	[FR] Use the same button type next to another leading to a lack of hierarchy.
Banner.DesignGuideLines.BannerCorrectDismissLabel	Use the correct button to dismiss a banner	[FR] Use the correct button to dismiss a banner
Banner.DesignGuideLines.bannerDismissDoAlt	A banner that has the label “You’re almost done with your profile” and description text with a close icon button. The banner uses the teal info styling.	[FR] A banner that has the label “You’re almost done with your profile” and description text with a close icon button. The banner uses the teal info styling.
Banner.DesignGuideLines.bannerDismissDontAlt	A banner that has the label “You’re almost done with your profile” and description text with a CTA button that says “Dismiss”. The banner uses the teal info styling.	[FR] A banner that has the label “You’re almost done with your profile” and description text with a CTA button that says “Dismiss”. The banner uses the teal info styling.
Banner.DesignGuideLines.bannerDismissDoText	Use the close icon button to close the banner.	[FR] Use the close icon button to close the banner.
Banner.DesignGuideLines.bannerDismissDontText	Don’t use CTA button to close the banner.	[FR] Don’t use CTA button to close the banner.
Banner.DesignGuideLines.BannerMinMaxWidthLabel	Minimum and maximum widths	[FR] Minimum and maximum widths
Banner.DesignGuideLines.bannerMinMaxWidthAlt	Alt text: Specs displaying the minimum and maximum widths of the banner component. Widths are described in the paragraph below.	[FR] Alt text: Specs displaying the minimum and maximum widths of the banner component. Widths are described in the paragraph below.
Banner.DesignGuideLines.bannerMinMaxWidthText	Small banners have a maximum width of 600 pixels and a minimum width of 300 pixels. Large banners have a maximum width of 680 pixels and a minimum width of 340 pixels. 	[FR] Small banners have a maximum width of 600 pixels and a minimum width of 300 pixels. Large banners have a maximum width of 680 pixels and a minimum width of 340 pixels. 
Banner.Anatomy.ImgAlt	The parts that makeup the banner component. The parts are described in the content below.	[FR] The parts that makeup the banner component. The parts are described in the content below.
Banner.Anatomy.ContainerHeading	Container	[FR] Container
Banner.Anatomy.ContainerText	The boundary of the banner. The container can display various styles and can be set to any desired fixed width.	[FR] The boundary of the banner. The container can display various styles and can be set to any desired fixed width.
Banner.Anatomy.BannerIconTypeHeading	Banner type icon	[FR] Banner type icon
Banner.Anatomy.BannerIconTypeText	Icon indicating the type / sentiment of the banner.	[FR] Icon indicating the type / sentiment of the banner.
Banner.Anatomy.BannerBarHeading	Banner bar	[FR] Banner bar
Banner.Anatomy.BannerBarText	Visual element used to highlight the banner’s content.	[FR] Visual element used to highlight the banner’s content.
Banner.Anatomy.TitleHeading	Title text	[FR] Title text
Banner.Anatomy.TitleText	The title of the banner.	[FR] The title of the banner.
Banner.Anatomy.DescriptionHeading	Description text	[FR] Description text
Banner.Anatomy.DescriptionText	The banner’s description or message.	[FR] The banner’s description or message.
Banner.Anatomy.CloseBtnHeading	Close button	[FR] Close button
Banner.Anatomy.CloseBtnText	Button that dismisses the banner.	[FR] Button that dismisses the banner.
Banner.Anatomy.CTAGroupHeading	CTA group	[FR] CTA group
Banner.Anatomy.CTAGroupText	Group of actions that the user can interact with related to the banner content.	[FR] Group of actions that the user can interact with related to the banner content.
Banner.Specs.ImgAlt	Specs displaying the padding and layer measurements within the banner component. Specs are described in the paragraph below.	[FR] Specs displaying the padding and layer measurements within the banner component. Specs are described in the paragraph below.
Banner.Specs.Text	The small banner with fluid layout has 12 pixels of vertical padding and 12 pixels of horizontal padding inside the banner. The icon has a 20-pixel width and height. There are 12 pixels between the icon and banner-content. The layout of the content within the banner adjusts based on the container’s width. The height of the banner si fluid and adjusts based on the amount of content within the banner. The large banner with fluid layout has 16 pixels of vertical padding and 16 pixels of horizontal padding inside the button. The icon has a 24-pixel width and height. There are 12 pixels between the icon and label. The layout of the content within the banner adjusts based on the container’s width. The height of the banner is fluid and adjusts based on the amount of content within the banner.	[FR] The small banner with fluid layout has 12 pixels of vertical padding and 12 pixels of horizontal padding inside the banner. The icon has a 20-pixel width and height. There are 12 pixels between the icon and banner-content. The layout of the content within the banner adjusts based on the container’s width. The height of the banner si fluid and adjusts based on the amount of content within the banner. The large banner with fluid layout has 16 pixels of vertical padding and 16 pixels of horizontal padding inside the button. The icon has a 24-pixel width and height. There are 12 pixels between the icon and label. The layout of the content within the banner adjusts based on the container’s width. The height of the banner is fluid and adjusts based on the amount of content within the banner.
Banner.ContentGuideLines.UseCorrectCaseHeading	Use the correct case for titles	[FR] Use the correct case for titles
Banner.ContentGuideLines.BannerUseCorrectCaseDoAlt	A banner that has the label “Title text” and description text written in sentence case. The banner uses the blue info styling.	[FR] A banner that has the label “Title text” and description text written in sentence case. The banner uses the blue info styling.
Banner.ContentGuideLines.BannerUseCorrectCaseDontAlt	A banner that has the label “Title text” and description text written in title case. The banner uses the blue info styling.	[FR] A banner that has the label “Title text” and description text written in title case. The banner uses the blue info styling.
Banner.ContentGuideLines.BannerUseCorrectCaseDoText	Write banner title and description in sentence case.	undefined
Banner.ContentGuideLines.BannerUseCorrectCaseDontText	Write banner title and description in title case.	[FR]  Write banner title and description in title case.
Banner.ContentGuideLines.EasyToReadTitleHeading	Make title easy to understand	[FR] Make title easy to understand
Banner.ContentGuideLines.BannerTitleDoAlt	A banner that has the label “you don’t need to provide medical exam” and description text. The banner uses the green success styling.	[FR] A banner that has the label “you don’t need to provide medical exam” and description text. The banner uses the green success styling.
Banner.ContentGuideLines.BannerTitleDontAlt	A banner that has the label “After thorough verification, we have determined you don’t need to provide medical exam.” and description text. The banner uses the green success styling.	[FR] A banner that has the label “After thorough verification, we have determined you don’t need to provide medical exam.” and description text. The banner uses the green success styling.
Banner.ContentGuideLines.BannerTitleDoText	Keep title short and concise.	[FR] Keep title short and concise.
Banner.ContentGuideLines.BannerTitleDontText	Write long and verbose titles.	[FR] Write long and verbose titles.
Banner.ContentGuideLines.ProperPunctuationHeading	Use proper punctuation	[FR] Use proper punctuation
Banner.ContentGuideLines.BannerPunctuationDoAlt	A banner that has the label “Minor in Canada” and description text. The banner uses the teal info styling.	[FR] A banner that has the label “Minor in Canada” and description text. The banner uses the teal info styling.
Banner.ContentGuideLines.BannerPunctuationDontAlt	A banner that has the label “Minor in Canada.” and description text. The banner uses the teal info styling.	[FR] A banner that has the label “Minor in Canada.” and description text. The banner uses the teal info styling.
Banner.ContentGuideLines.BannerPunctuationDoText	Include period at the end of the description to indicate end of a sentence. 	[FR] Include period at the end of the description to indicate end of a sentence. 
Banner.ContentGuideLines.BannerPunctuationDontText	Include period in title and must include period in description, otherwise the sentence may seem unfinished.	[FR] Include period in title and must include period in description, otherwise the sentence may seem unfinished.
Banner.UsageInFigma.FigmaDirectionsImgAlt	A screenshot of the design panel from Figma. The design panel displays the configuration options designers can choose from when customizing a banner.	[FR] A screenshot of the design panel from Figma. The design panel displays the configuration options designers can choose from when customizing a banner.
Banner.UsageInFigma.FigmaDirectionsListItem1	 From the “Assets” panel, drag in the <strong>“banner”</strong> component from the Components library.	[FR] From the “Assets” panel, drag in the <strong>“banner”</strong> component from the Components library.
Banner.UsageInFigma.FigmaDirectionsListItem2	In the right panel, configure the properties and variants to meet your needs. 	[FR] In the right panel, configure the properties and variants to meet your needs. 
Banner.UsageInFigma.FigmaDirectionsListItem3	Never override colours, radius, padding, text size, etc. This way foundational elements are kept consistent. Also never override the sentiment icons in the banner (info, warning, critical, success)	[FR] Never override colours, radius, padding, text size, etc. This way foundational elements are kept consistent. Also never override the sentiment icons in the banner (info, warning, critical, success)
Banner.UsageInFigma.FigmaDirectionsListItem4	Use one or multiple CTA buttons within the banner by toggling on the “Show CTA1” property.	[FR] Use one or multiple CTA buttons within the banner by toggling on the “Show CTA1” property.
Banner.Accessibility.ColorText1	Info banners have a colour contrast ratio of 16.6:1 and passes AAA accessibility standards under WCAG 2.1.	[FR] Info banners have a colour contrast ratio of 16.6:1 and passes AAA accessibility standards under WCAG 2.1.
Banner.Accessibility.ColorText2	Warning banners have a colour contrast ratio of 16.45:1 and passes AAA accessibility standards under WCAG 2.1.	[FR] Warning banners have a colour contrast ratio of 16.45:1 and passes AAA accessibility standards under WCAG 2.1.
Banner.Accessibility.ColorText3	Critical banners have a colour contrast ratio of 15.58:1 and passes AAA accessibility standards under WCAG 2.1.	[FR] Critical banners have a colour contrast ratio of 15.58:1 and passes AAA accessibility standards under WCAG 2.1.
Banner.Accessibility.ColorText4	Success banners have a colour contrast ratio of 16.86:1 and passes AAA accessibility standards under WCAG 2.1.	[FR] Success banners have a colour contrast ratio of 16.86:1 and passes AAA accessibility standards under WCAG 2.1.
Banner.Accessibility.ColorText5	Generic banners have a colour contrast ratio of 16.6:1 and passes AAA accessibility standards under WCAG 2.1.	[FR] Generic banners have a colour contrast ratio of 16.6:1 and passes AAA accessibility standards under WCAG 2.1.
Banner.Accessibility.KeyboardText	Banners are developed using the native HTML button element to ensure interactive elements are keyboard accessible and pass WCAG 2.1 AA conformity.	[FR] Banners are developed using the native HTML button element to ensure interactive elements are keyboard accessible and pass WCAG 2.1 AA conformity.
Banner.BannerConfig.ShowTitleLabel	Show title	[FR] Show title
Banner.BannerConfig.ShowDescriptionLabel	Show description	[FR] Show description
Banner.BannerConfig.ShowCloseLabel	Show close	[FR] Show close
Banner.BannerConfig.ShowPrimaryButtonLabel	Show primary button	[FR] Show primary button
Banner.BannerConfig.ShowSecondaryButtonLabel	Show secondary button	[FR] Show secondary button
Banner.BannerConfig.ShowPlainButtonLabel	Show plain button	[FR] Show plain button
Banner.BannerConfig.ShowLinkLabel	Show link	[FR] Show link
Banner.BannerConfig.StateLabel	State	[FR] State
Banner.BannerConfig.DefaultLabel	Default	[FR] Default
Banner.BannerConfig.HoverLabel	Hover	[FR] Hover
Banner.BannerConfig.ActiveLabel	Active	[FR] Active
Banner.BannerConfig.DisabledLabel	Disabled	[FR] Disabled
Banner.BannerConfig.FocusLabel	Focus	[FR] Focus
Banner.BannerConfig.DescriptionLabel	Description	[FR] Description
Banner.BannerConfig.TitleLabel	Title	[FR] Title
Banner.BannerConfig.CloseLabel	Close	[FR] Close
Banner.BannerConfig.CTA1Label	CTA 1	[FR] CTA 1
Banner.BannerConfig.CTA2Label	CTA 2 (if CTA 1 is set to true)	[FR] CTA 2 (if CTA 1 is set to true)
Banner.BannerConfig.CTA3Label	CTA 3 (if CTA 1 is set to true)	[FR] CTA 3 (if CTA 1 is set to true)
General.InteractiveDemo	Interactive Demo	[FR] Interactive Demo
General.TypesHeading	Types	[FR] Types
General.ConfigurationsHeading	Configurations	[FR] Configurations
General.DesignGuidelinesHeading	Design guidelines	[FR] Design guidelines
General.AnatomyHeading	Anatomy	[FR] Anatomy
General.SpecsHeading	Specs	[FR] Specs
General.ContentGuidelinesHeading	Content guidelines	[FR] Content guidelines
General.FigmaHeading	Usage in Figma	[FR] Usage in Figma
General.AccessibilityHeading	Accessibility	[FR] Accessibility
General.ResearchHeading	Research	[FR] Research
General.FigmaDirectionsHeading	Directions for use	[FR] Directions for use
General.DoHeading	Do	[FR] Do
General.DontHeading	Don't	[FR] Don't
General.TrueLabel	TRUE	[FR] True
General.FalseLabel	FALSE	[FR] False
General.Horizontal	Horizontal	[FR] Horizontal
General.Vertical	Vertical	[FR] Vertical
General.Layout	Layout	[FR] Layout
General.Required	Required	[FR] Required
General.Yes	Yes	[FR] Yes
General.No	No	[FR] No
General.Description	Description	[FR] Description
General.Hint	Hint	[FR] Hint
General.FieldTwo	Field 2	[FR] Field 2
General.FieldThree	Field 3	[FR] Field 3
General.ComingSoon	Coming soon.	[FR] Coming soon.
General.Validation	Validation	[FR] Validation
General.Size	Size	[FR] Size
General.Small	Small	[FR] Small
General.Large	Large	[FR] Large
General.Label	Label Text (required)	[FR] Label Text (required)
General.Desc	Description line of text	[FR] Description line of text
